agent,step,skill_mean,skill_sem,external_return_mean,external_return_sem,learning_progress_mean,learning_progress_sem,easy_ratio_mean,easy_ratio_sem,challenge_ratio_mean,challenge_ratio_sem,noisy_tv_ratio_mean,noisy_tv_ratio_sem,treadmill_ratio_mean,treadmill_ratio_sem,impossible_ratio_mean,impossible_ratio_sem,meaningless_suffering_ratio_mean,meaningless_suffering_ratio_sem,boredom_rate_mean,boredom_rate_sem,challenge_appropriateness_error_mean,challenge_appropriateness_error_sem,mean_selected_challenge_difficulty_mean,mean_selected_challenge_difficulty_sem,total_damage_mean,total_damage_sem
difficulty,100,0.08883476273593935,0.0008061141579969194,7.644999999999999,1.3375680413743898,0.008834762735939338,0.0008061141579969194,0.039799999999999995,0.011376631975327355,0.7552,0.04662156810152248,0.09299999999999999,0.031548149141997446,0.11200000000000002,0.03436300811236717,0.0,0.0,0.11200000000000002,0.03436300811236717,0.039799999999999995,0.011376631975327355,0.37622534608173397,0.011252107871066511,0.5710917798058128,0.02729768546146875,0.0,0.0
difficulty,200,0.09795050869872574,0.0016141466900469693,13.775999999999996,1.977525891881372,0.017950508698725734,0.0016141466900469693,0.031,0.005829201646600904,0.7600999999999999,0.0458269793987813,0.09219999999999999,0.031071070605491347,0.11670000000000001,0.03510497668073719,0.0,0.0,0.11670000000000001,0.03510497668073719,0.031,0.005829201646600904,0.3736879597490104,0.011122343359923782,0.5653493956682875,0.0277519059218442,0.0,0.0
difficulty,300,0.10645695452588284,0.002327885795424845,18.947999999999997,2.440252563041082,0.02645695452588283,0.002327885795424845,0.0276,0.00394984428063561,0.7590666666666667,0.04637870728896956,0.0932,0.03186834595524064,0.12013333333333334,0.036018634632872006,0.0,0.0,0.12013333333333334,0.036018634632872006,0.0276,0.00394984428063561,0.3777744906295312,0.01005263604651964,0.575576483541585,0.02607857662829768,0.0,0.0
difficulty,400,0.11462108644120977,0.0029916541099474403,23.727000000000004,2.957230229903157,0.034621086441209765,0.0029916541099474403,0.0255,0.003043058343448685,0.7603000000000002,0.04646183643484144,0.09249999999999999,0.03168885724461183,0.1217,0.036690753992953434,0.0,0.0,0.1217,0.036690753992953434,0.0255,0.003043058343448685,0.37994650260455676,0.00984271534371574,0.5879466249645457,0.024184098003340204,0.0,0.0
difficulty,500,0.12163021278695449,0.003219996557349778,27.779,3.065697007673323,0.0416302127869545,0.003219996557349778,0.024880000000000003,0.002412998811708394,0.7554,0.04605130235921229,0.0958,0.031922162987428,0.12391999999999999,0.03657950625078228,0.0,0.0,0.12391999999999999,0.03657950625078228,0.024880000000000003,0.002412998811708394,0.3829886847691552,0.009148066724535943,0.5981086792446582,0.02296617018478221,0.0,0.0
difficulty,600,0.1292190183021629,0.0035093917683498366,33.685,3.2061545566014673,0.04921901830216289,0.003509391768349837,0.024566666666666667,0.0020940526949774696,0.7442666666666666,0.04578499392742386,0.10216666666666667,0.032120989033775665,0.129,0.03683046284256117,0.0,0.0,0.129,0.03683046284256117,0.024566666666666667,0.0020940526949774696,0.38209110894922743,0.00837464213887389,0.5983728137458573,0.02098913759394005,0.0,0.0
difficulty,700,0.13746092536881346,0.003942304155188485,40.32900000000001,3.4734165648037534,0.05746092536881346,0.003942304155188485,0.023400000000000004,0.0018088081035639281,0.7323428571428572,0.04544206045037838,0.1096857142857143,0.032526906556661246,0.13457142857142856,0.036928694080357524,0.0,0.0,0.13457142857142856,0.036928694080357524,0.023400000000000004,0.0018088081035639281,0.37898441792508897,0.007803293745702957,0.5905273677793823,0.01874104013454886,0.0,0.0
difficulty,800,0.14523312318013124,0.004415017213488291,46.280000000000015,3.8041671565668764,0.06523312318013125,0.004415017213488291,0.022975,0.0015620213552591763,0.72185,0.045349904371791254,0.11557500000000001,0.03302189305473518,0.1396,0.03727431133789444,0.0,0.0,0.1396,0.03727431133789444,0.022975,0.0015620213552591763,0.37733742153046834,0.007520159672842364,0.5865482938837195,0.017432214778254667,0.0,0.0
difficulty,900,0.1520434551776669,0.004840728655202375,51.379000000000026,4.078376049861236,0.0720434551776669,0.004840728655202375,0.02262222222222222,0.0013434086450532952,0.7085777777777775,0.045091391644116775,0.12288888888888888,0.03351408288428469,0.1459111111111111,0.037629071600007065,0.0,0.0,0.1459111111111111,0.037629071600007065,0.02262222222222222,0.0013434086450532952,0.37748132836452347,0.0072576140628698585,0.5856464950559098,0.016699179356762562,0.0,0.0
difficulty,1000,0.15946182431993802,0.005430141744673964,57.125000000000036,4.575859738556126,0.07946182431993805,0.005430141744673964,0.0217,0.0012313092418152279,0.69768,0.04504733510431,0.12892,0.03401496477392602,0.1517,0.037944494908715695,0.0,0.0,0.1517,0.037944494908715695,0.0217,0.0012313092418152279,0.3760037151590304,0.007168071385040389,0.5824473645876957,0.016120423310747305,0.0,0.0
